Unnamed: 0,cat,climscen,P [mean kg/ha/a],P [mean kg/ha/3rd year],P [mean kg/ha/6th year],P [mean kg/ha/9th year],N [mean kg/ha/a],N [mean kg/ha/3rd year],N [mean kg/ha/6th year],N [mean kg/ha/9th year],logscen,cat_area,log_area,log_pr,runoff [mean mm/a],runoff [mean yearly mm/a],pr_diff_ave,pr_diff_ave_P,pr_diff_ave_N
0,04_184A017,Wet&mild,0.055,0.055999999999999994,0.055999999999999994,0.055999999999999994,1.821,1.8559999999999999,1.861,1.86,No clear-cut,32.946999999999996,0.0,0.0,390.0,0.3895505243912339,0,37.5,47.68856447688566
0,04_184A017,Wet&mild,0.061,0.062,0.062,0.062,1.929,1.9769999999999999,1.976,1.972,All clear-cut,32.946999999999996,2.227,0.0676,397.0,0.3971523928456008,0,52.5,56.44768856447689
0,04_184U0001,2003-2012,0.09699999999999999,0.09699999999999999,0.172,0.08800000000000001,2.168,2.281,3.668,2.33,No clear-cut,73.344,0.0,0.0,266.0,0.265978137543425,0,0.0,0.0
0,04_184U0001,2003-2012,0.115,0.11800000000000001,0.198,0.114,2.524,2.735,4.1610000000000005,2.8110000000000004,All clear-cut,73.344,10.189,0.1389,286.0,0.2855104511138052,0,18.556701030927854,16.42066420664206
0,04_184U0001,Dry,0.006999999999999999,0.006999999999999999,0.008,0.008,0.203,0.205,0.228,0.24,No clear-cut,73.344,0.0,0.0,69.0,0.06896821586415172,0,-92.78350515463917,-90.63653136531366
0,04_184U0001,Dry,0.013000000000000001,0.013999999999999999,0.015,0.016,0.358,0.374,0.415,0.43,All clear-cut,73.344,10.189,0.1389,79.0,0.07860315083526075,0,-86.5979381443299,-83.48708487084872
0,04_184U0001,Wet,0.136,0.138,0.138,0.138,2.927,2.966,2.969,2.969,No clear-cut,73.344,0.0,0.0,410.0,0.4098628466948867,0,40.20618556701035,35.009225092250915
0,04_184U0001,Wet,0.156,0.16,0.159,0.159,3.364,3.448,3.405,3.398,All clear-cut,73.344,10.189,0.1389,437.0,0.4369887851178646,0,60.82474226804126,55.16605166051659
0,04_184U0001,Wet&mild,0.175,0.17600000000000002,0.177,0.17600000000000002,3.88,3.9160000000000004,3.925,3.9219999999999997,No clear-cut,73.344,0.0,0.0,358.0,0.3575633029453457,0,80.41237113402062,78.96678966789665
0,04_184U0001,Wet&mild,0.20199999999999999,0.20600000000000002,0.20600000000000002,0.205,4.378,4.456,4.445,4.437,All clear-cut,73.344,10.189,0.1389,376.0,0.3760402431711555,0,108.2474226804124,101.93726937269375
0,04_184U0002,2003-2012,0.091,0.092,0.161,0.08800000000000001,2.0469999999999997,2.1590000000000003,3.452,2.255,No clear-cut,98.97,0.0,0.0,324.0,0.32377614034339786,0,0.0,0.0
0,04_184U0002,2003-2012,0.095,0.09699999999999999,0.166,0.09300000000000001,2.115,2.242,3.55,2.355,All clear-cut,98.97,2.97,0.03,329.0,0.3290065582143143,0,4.395604395604408,3.3219345383488417
0,04_184U0002,Dry,0.01,0.01,0.011000000000000001,0.012,0.332,0.341,0.36700000000000005,0.377,No clear-cut,98.97,0.0,0.0,106.0,0.10624845966231078,0,-89.01098901098901,-83.78114313629702
0,04_184U0002,Dry,0.011000000000000001,0.012,0.012,0.013000000000000001,0.361,0.373,0.40299999999999997,0.413,All clear-cut,98.97,2.97,0.03,108.0,0.10843398896977303,0,-87.91208791208791,-82.36443575964826
0,04_184U0002,Wet,0.11800000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,2.635,2.659,2.659,2.658,No clear-cut,98.97,0.0,0.0,474.0,0.4742359146475792,0,29.670329670329664,28.724963361016137
0,04_184U0002,Wet,0.122,0.12300000000000001,0.12300000000000001,0.12300000000000001,2.71,2.741,2.737,2.735,All clear-cut,98.97,2.97,0.03,481.0,0.4810459222644568,0,34.065934065934044,32.388861748900865
0,04_184U0002,Wet&mild,0.155,0.156,0.156,0.156,3.472,3.495,3.5,3.4939999999999998,No clear-cut,98.97,0.0,0.0,411.0,0.4112165197730064,0,70.32967032967034,69.6140693698095
0,04_184U0002,Wet&mild,0.16,0.162,0.162,0.162,3.569,3.6,3.6039999999999996,3.597,All clear-cut,98.97,2.97,0.03,416.0,0.4164266316220164,0,75.82417582417585,74.35271128480704
0,04_184U0003,2003-2012,0.066,0.066,0.109,0.067,2.2430000000000003,2.47,3.469,2.5839999999999996,No clear-cut,244.173,0.0,0.0,278.0,0.2783090548589825,0,0.0,0.0
0,04_184U0003,2003-2012,0.076,0.078,0.12300000000000001,0.079,2.494,2.781,3.8110000000000004,2.903,All clear-cut,244.173,29.568,0.1211,296.0,0.2964108798187226,0,15.151515151515142,11.190370040124819
0,04_184U0003,Dry,0.004,0.003,0.004,0.004,0.396,0.382,0.447,0.495,No clear-cut,244.173,0.0,0.0,70.0,0.06971363702323287,0,-93.93939393939394,-82.34507356219349
0,04_184U0003,Dry,0.006999999999999999,0.006999999999999999,0.008,0.009000000000000001,0.528,0.514,0.614,0.6729999999999999,All clear-cut,244.173,29.568,0.1211,78.0,0.07828981017228216,0,-89.39393939393939,-76.46009808292466
0,04_184U0003,Wet,0.092,0.094,0.094,0.094,2.8339999999999996,2.883,2.885,2.887,No clear-cut,244.173,0.0,0.0,428.0,0.42762998836115,0,39.39393939393938,26.348640213999076
0,04_184U0003,Wet,0.102,0.106,0.105,0.105,3.112,3.197,3.175,3.167,All clear-cut,244.173,29.568,0.1211,452.0,0.4523991215974093,0,54.54545454545453,38.742755238519834
0,04_184U0003,Wet&mild,0.109,0.111,0.111,0.111,3.638,3.695,3.7060000000000004,3.71,No clear-cut,244.173,0.0,0.0,368.0,0.3676671653985977,0,65.15151515151513,62.193490860454716
0,04_184U0003,Wet&mild,0.124,0.127,0.127,0.127,3.972,4.064,4.065,4.062,All clear-cut,244.173,29.568,0.1211,385.0,0.384952034894377,0,87.87878787878788,77.0842621489077
0,04_184U0004,2003-2012,0.069,0.068,0.126,0.062,2.256,2.667,3.737,2.4,No clear-cut,65.485,0.0,0.0,243.0,0.24283893613610416,0,0.0,0.0
0,04_184U0004,2003-2012,0.07200000000000001,0.073,0.131,0.066,2.326,2.739,3.838,2.502,All clear-cut,65.485,3.072,0.0469,250.0,0.24986139298416676,0,4.347826086956516,3.102836879432644
0,04_184U0004,Dry,0.002,0.002,0.002,0.003,0.32299999999999995,0.302,0.364,0.42,No clear-cut,65.485,0.0,0.0,40.0,0.039766614185646185,0,-97.10144927536231,-85.68262411347519
0,04_184U0004,Dry,0.003,0.002,0.003,0.003,0.35600000000000004,0.337,0.40299999999999997,0.46,All clear-cut,65.485,3.072,0.0469,43.0,0.04314222586108372,0,-95.65217391304348,-84.21985815602837
0,04_184U0004,Wet,0.09699999999999999,0.099,0.099,0.099,2.8,2.838,2.82,2.819,No clear-cut,65.485,0.0,0.0,399.0,0.398699404578656,0,40.5797101449275,24.113475177304977
0,04_184U0004,Wet,0.1,0.102,0.102,0.10099999999999999,2.878,2.92,2.8960000000000004,2.8930000000000002,All clear-cut,65.485,3.072,0.0469,408.0,0.40765855805948376,0,44.92753623188406,27.570921985815616
0,04_184U0004,Wet&mild,0.113,0.114,0.114,0.114,3.585,3.634,3.62,3.615,No clear-cut,65.485,0.0,0.0,330.0,0.3296692670322955,0,63.76811594202897,58.90957446808511
0,04_184U0004,Wet&mild,0.11800000000000001,0.12,0.12,0.11900000000000001,3.69,3.745,3.725,3.719,All clear-cut,65.485,3.072,0.0469,337.0,0.3365291633643211,0,71.01449275362319,63.563829787234056
0,04_184U0005,2003-2012,0.055,0.052000000000000005,0.099,0.046,1.544,1.682,2.66,1.5759999999999998,No clear-cut,50.33,0.0,0.0,229.0,0.22893518388736994,0,0.0,0.0
0,04_184U0005,2003-2012,0.062,0.06,0.109,0.054000000000000006,1.673,1.8159999999999998,2.844,1.761,All clear-cut,50.33,4.838,0.0961,242.0,0.24190318684559314,0,12.72727272727272,8.35492227979276
0,04_184U0005,Dry,0.001,0.001,0.001,0.001,0.057999999999999996,0.052000000000000005,0.063,0.075,No clear-cut,50.33,0.0,0.0,26.0,0.02550809416570701,0,-98.18181818181819,-96.24352331606218
0,04_184U0005,Dry,0.002,0.002,0.002,0.003,0.10300000000000001,0.095,0.11699999999999999,0.138,All clear-cut,50.33,4.838,0.0961,33.0,0.03266056202701293,0,-96.36363636363636,-93.32901554404145
0,04_184U0005,Wet,0.083,0.084,0.084,0.084,2.006,2.0380000000000003,2.036,2.036,No clear-cut,50.33,0.0,0.0,389.0,0.3889183822087944,0,50.909090909090935,29.92227979274608
0,04_184U0005,Wet,0.08900000000000001,0.091,0.09,0.09,2.161,2.206,2.191,2.188,All clear-cut,50.33,4.838,0.0961,406.0,0.4058841766789555,0,61.81818181818184,39.961139896373055
0,04_184U0005,Wet&mild,0.08800000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,2.5069999999999997,2.546,2.546,2.544,No clear-cut,50.33,0.0,0.0,316.0,0.3157251675613225,0,60.0,62.3704663212435
0,04_184U0005,Wet&mild,0.098,0.10099999999999999,0.1,0.099,2.699,2.7539999999999996,2.745,2.739,All clear-cut,50.33,4.838,0.0961,328.0,0.328322340361774,0,78.18181818181819,74.80569948186528
0,04_184U0006,2003-2012,0.059000000000000004,0.055,0.10099999999999999,0.048,1.761,1.9040000000000001,2.884,1.808,No clear-cut,62.25899999999999,0.0,0.0,248.0,0.2478404820896685,0,0.0,0.0
0,04_184U0006,2003-2012,0.07,0.071,0.11800000000000001,0.062,2.131,2.3369999999999997,3.364,2.32,All clear-cut,62.25899999999999,10.547,0.1694,273.0,0.2731081959558651,0,18.64406779661016,21.010789324247582
0,04_184U0006,Dry,0.002,0.002,0.003,0.003,0.21,0.19399999999999998,0.23800000000000002,0.278,No clear-cut,62.25899999999999,0.0,0.0,41.0,0.04135021416004747,0,-96.61016949152543,-88.07495741056218
0,04_184U0006,Dry,0.006,0.006,0.006999999999999999,0.006999999999999999,0.42,0.41100000000000003,0.499,0.555,All clear-cut,62.25899999999999,10.547,0.1694,55.0,0.05522702541202307,0,-89.83050847457628,-76.14991482112436
0,04_184U0006,Wet,0.084,0.085,0.085,0.085,2.185,2.217,2.2159999999999997,2.215,No clear-cut,62.25899999999999,0.0,0.0,405.0,0.4052127603441477,0,42.37288135593221,24.077228847245905
0,04_184U0006,Wet,0.094,0.096,0.094,0.094,2.555,2.61,2.5789999999999997,2.572,All clear-cut,62.25899999999999,10.547,0.1694,439.0,0.4392255974002183,0,59.32203389830508,45.088018171493474
0,04_184U0006,Wet&mild,0.09,0.092,0.092,0.091,2.7560000000000002,2.7960000000000003,2.7969999999999997,2.7960000000000003,No clear-cut,62.25899999999999,0.0,0.0,337.0,0.3370833219029009,0,52.54237288135593,56.50198750709828
0,04_184U0006,Wet&mild,0.10800000000000001,0.111,0.109,0.10800000000000001,3.216,3.2910000000000004,3.267,3.2569999999999997,All clear-cut,62.25899999999999,10.547,0.1694,361.0,0.36108319386839866,0,83.05084745762713,82.62350936967636
0,04_184U0007,2003-2012,0.08900000000000001,0.08800000000000001,0.153,0.08,2.028,2.153,3.404,2.174,No clear-cut,19.584,0.0,0.0,282.0,0.2818968585517723,0,0.0,0.0
0,04_184U0007,2003-2012,0.08900000000000001,0.08800000000000001,0.153,0.08,2.028,2.153,3.404,2.174,All clear-cut,19.584,0.0,0.0,282.0,0.2818968585517723,0,0.0,0.0
0,04_184U0007,Dry,0.005,0.005,0.006,0.006,0.192,0.18899999999999997,0.22,0.239,No clear-cut,19.584,0.0,0.0,55.0,0.05525674070231616,0,-94.38202247191012,-90.53254437869822
0,04_184U0007,Dry,0.005,0.005,0.006,0.006,0.192,0.18899999999999997,0.22,0.239,All clear-cut,19.584,0.0,0.0,55.0,0.05525674070231616,0,-94.38202247191012,-90.53254437869822
0,04_184U0007,Wet,0.11800000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,2.594,2.617,2.6180000000000003,2.6180000000000003,No clear-cut,19.584,0.0,0.0,442.0,0.44206075370311737,0,32.58426966292134,27.909270216962526
0,04_184U0007,Wet,0.11800000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,2.594,2.617,2.6180000000000003,2.6180000000000003,All clear-cut,19.584,0.0,0.0,442.0,0.44206075370311737,0,32.58426966292134,27.909270216962526
0,04_184U0007,Wet&mild,0.146,0.147,0.147,0.147,3.361,3.3819999999999997,3.386,3.3810000000000002,No clear-cut,19.584,0.0,0.0,370.0,0.3704226970672607,0,64.04494382022469,65.72978303747536
0,04_184U0007,Wet&mild,0.146,0.147,0.147,0.147,3.361,3.3819999999999997,3.386,3.3810000000000002,All clear-cut,19.584,0.0,0.0,370.0,0.3704226970672607,0,64.04494382022469,65.72978303747536
0,04_184U0008,2003-2012,0.10099999999999999,0.096,0.17600000000000002,0.08900000000000001,2.293,2.375,3.8,2.36,No clear-cut,27.648000000000003,0.0,0.0,321.0,0.320873466914054,0,0.0,0.0
0,04_184U0008,2003-2012,0.106,0.10099999999999999,0.182,0.094,2.381,2.469,3.93,2.4730000000000003,All clear-cut,27.648000000000003,1.9709999999999999,0.0713,330.0,0.330189785908442,0,4.950495049504951,3.837767117313547
0,04_184U0008,Dry,0.011000000000000001,0.012,0.013000000000000001,0.013000000000000001,0.39,0.40399999999999997,0.426,0.433,No clear-cut,27.648000000000003,0.0,0.0,93.0,0.09289769313763828,0,-89.10891089108911,-82.9917139119058
0,04_184U0008,Dry,0.013000000000000001,0.013000000000000001,0.013999999999999999,0.013999999999999999,0.42700000000000005,0.447,0.47100000000000003,0.475,All clear-cut,27.648000000000003,1.9709999999999999,0.0713,98.0,0.0984118282678537,0,-87.12871287128712,-81.37810728303532
0,04_184U0008,Wet,0.133,0.134,0.134,0.134,2.9189999999999996,2.937,2.9339999999999997,2.9339999999999997,No clear-cut,27.648000000000003,0.0,0.0,477.0,0.4772507684305311,0,31.683168316831683,27.300479720889655
0,04_184U0008,Wet,0.13699999999999998,0.139,0.138,0.138,3.014,3.0439999999999996,3.035,3.032,All clear-cut,27.648000000000003,1.9709999999999999,0.0713,489.0,0.4888627859763801,0,35.64356435643563,31.443523767989518
0,04_184U0008,Wet&mild,0.17,0.171,0.171,0.171,3.909,3.926,3.929,3.923,No clear-cut,27.648000000000003,0.0,0.0,407.0,0.4070158900693059,0,68.31683168316835,70.47535979066723
0,04_184U0008,Wet&mild,0.17800000000000002,0.179,0.179,0.17800000000000002,4.053,4.087,4.083,4.075,All clear-cut,27.648000000000003,1.9709999999999999,0.0713,416.0,0.4163764445111156,0,76.23762376237627,76.75534234627125
0,04_184U0009,2003-2012,0.086,0.077,0.147,0.078,2.628,2.659,4.0889999999999995,2.823,No clear-cut,18.97,0.0,0.0,270.0,0.26965537199284884,0,0.0,0.0
0,04_184U0009,2003-2012,0.111,0.105,0.185,0.11199999999999999,3.1239999999999997,3.139,4.803999999999999,3.503,All clear-cut,18.97,4.787,0.2523,309.0,0.3091608145972714,0,29.069767441860478,18.87366818873666
0,04_184U0009,Dry,0.006999999999999999,0.006999999999999999,0.008,0.008,0.441,0.439,0.49200000000000005,0.521,No clear-cut,18.97,0.0,0.0,76.0,0.07575981894042343,0,-91.86046511627907,-83.21917808219177
0,04_184U0009,Dry,0.015,0.016,0.018000000000000002,0.018000000000000002,0.652,0.6779999999999999,0.7440000000000001,0.767,All clear-cut,18.97,4.787,0.2523,95.0,0.0954410831676796,0,-82.55813953488372,-75.19025875190259
0,04_184U0009,Wet,0.125,0.127,0.127,0.127,3.4730000000000003,3.537,3.5380000000000003,3.5389999999999997,No clear-cut,18.97,0.0,0.0,419.0,0.4190968343988061,0,45.34883720930233,32.1537290715373
0,04_184U0009,Wet,0.153,0.158,0.156,0.156,4.005,4.1,4.072,4.074,All clear-cut,18.97,4.787,0.2523,473.0,0.4726457635872066,0,77.90697674418604,52.39726027397259
0,04_184U0009,Wet&mild,0.155,0.157,0.157,0.157,4.376,4.456,4.4639999999999995,4.465,No clear-cut,18.97,0.0,0.0,358.0,0.3580979537218809,0,80.23255813953489,66.51445966514459
0,04_184U0009,Wet&mild,0.193,0.19899999999999998,0.198,0.198,5.0569999999999995,5.176,5.175,5.1770000000000005,All clear-cut,18.97,4.787,0.2523,396.0,0.3960498144850135,0,124.41860465116284,92.42770167427699
0,04_184U0010,2003-2012,0.033,0.022000000000000002,0.055999999999999994,0.031,3.7060000000000004,3.5039999999999996,6.099,3.78,No clear-cut,215.808,0.0,0.0,219.0,0.21879976278869434,0,0.0,0.0
0,04_184U0010,2003-2012,0.036000000000000004,0.026000000000000002,0.061,0.036000000000000004,3.85,3.6710000000000003,6.278,3.989,All clear-cut,215.808,8.73,0.0405,225.0,0.2250663069775328,0,9.090909090909108,3.8855909336211596
0,04_184U0010,Dry,0.0,0.0,0.0,0.0,0.07,0.053,0.076,0.10800000000000001,No clear-cut,215.808,0.0,0.0,15.0,0.014546471240464596,0,-100.0,-98.11117107393416
0,04_184U0010,Dry,0.001,0.001,0.001,0.001,0.11599999999999999,0.08800000000000001,0.129,0.185,All clear-cut,215.808,8.73,0.0405,17.0,0.017218514735577627,0,-96.96969696969697,-96.86994063680518
0,04_184U0010,Wet,0.053,0.055,0.055,0.055999999999999994,4.454,4.598,4.638999999999999,4.6419999999999995,No clear-cut,215.808,0.0,0.0,400.0,0.40002036923542617,0,60.606060606060595,20.183486238532097
0,04_184U0010,Wet,0.055999999999999994,0.059000000000000004,0.059000000000000004,0.059000000000000004,4.596,4.753,4.784,4.782,All clear-cut,215.808,8.73,0.0405,408.0,0.4078345810994506,0,69.69696969696969,24.015110631408504
0,04_184U0010,Wet&mild,0.047,0.048,0.049,0.049,4.87,5.045,5.145,5.169,No clear-cut,215.808,0.0,0.0,313.0,0.3129094712436199,0,42.42424242424241,31.408526713437652
0,04_184U0010,Wet&mild,0.052000000000000005,0.053,0.054000000000000006,0.054000000000000006,5.041,5.232,5.325,5.343999999999999,All clear-cut,215.808,8.73,0.0405,319.0,0.3192386444658041,0,57.57575757575759,36.022665947112785
0,04_184U0011,2003-2012,0.061,0.052000000000000005,0.1,0.055999999999999994,2.6910000000000003,2.6830000000000003,4.25,2.8310000000000004,No clear-cut,103.78200000000001,0.0,0.0,267.0,0.2669144441722892,0,0.0,0.0
0,04_184U0011,2003-2012,0.066,0.059000000000000004,0.10800000000000001,0.063,2.805,2.8169999999999997,4.4030000000000005,2.986,All clear-cut,103.78200000000001,5.53,0.0533,275.0,0.27507326955674216,0,8.196721311475414,4.236343366778144
0,04_184U0011,Dry,0.004,0.003,0.004,0.005,0.22899999999999998,0.212,0.257,0.299,No clear-cut,103.78200000000001,0.0,0.0,53.0,0.05309269903227687,0,-93.44262295081967,-91.49015235971758
0,04_184U0011,Dry,0.005,0.005,0.006,0.006999999999999999,0.273,0.255,0.311,0.359,All clear-cut,103.78200000000001,5.53,0.0533,57.0,0.05693728909827769,0,-91.80327868852459,-89.85507246376812
0,04_184U0011,Wet,0.086,0.08800000000000001,0.08800000000000001,0.08800000000000001,3.286,3.3560000000000003,3.361,3.36,No clear-cut,103.78200000000001,0.0,0.0,432.0,0.4322314152494073,0,40.983606557377044,22.110739502043828
0,04_184U0011,Wet,0.092,0.095,0.095,0.094,3.417,3.5010000000000003,3.492,3.488,All clear-cut,103.78200000000001,5.53,0.0533,443.0,0.4434085885062814,0,50.81967213114754,26.978818283166078
0,04_184U0011,Wet&mild,0.099,0.10099999999999999,0.10099999999999999,0.10099999999999999,4.012,4.099,4.1080000000000005,4.1080000000000005,No clear-cut,103.78200000000001,0.0,0.0,361.0,0.3610919390805066,0,62.29508196721312,49.089557785209934
0,04_184U0011,Wet&mild,0.107,0.11,0.11,0.109,4.1610000000000005,4.261,4.263999999999999,4.261,All clear-cut,103.78200000000001,5.53,0.0533,369.0,0.3689022571779788,0,75.40983606557376,54.62653288740245
0,04_184U0012,2003-2012,0.045,0.035,0.07400000000000001,0.040999999999999995,3.51,3.398,5.649,3.677,No clear-cut,36.992,0.0,0.0,232.0,0.2320064351893961,0,0.0,0.0
0,04_184U0012,2003-2012,0.048,0.04,0.079,0.045,3.74,3.662,5.917999999999999,3.9939999999999998,All clear-cut,36.992,1.946,0.0526,240.0,0.2401272593764588,0,6.666666666666671,6.552706552706567
0,04_184U0012,Dry,0.001,0.001,0.001,0.002,0.217,0.184,0.24100000000000002,0.309,No clear-cut,36.992,0.0,0.0,28.0,0.027798968693241482,0,-97.77777777777777,-93.81766381766381
0,04_184U0012,Dry,0.002,0.002,0.002,0.003,0.364,0.311,0.42,0.539,All clear-cut,36.992,1.946,0.0526,32.0,0.031533020472852516,0,-95.55555555555556,-89.62962962962963
0,04_184U0012,Wet,0.069,0.071,0.071,0.071,4.435,4.555,4.5569999999999995,4.555,No clear-cut,36.992,0.0,0.0,402.0,0.4024287099950016,0,53.33333333333334,26.353276353276357
0,04_184U0012,Wet,0.07200000000000001,0.075,0.07400000000000001,0.075,4.647,4.783,4.766,4.763999999999999,All clear-cut,36.992,1.946,0.0526,412.0,0.4124507158063352,0,60.00000000000003,32.39316239316241
0,04_184U0012,Wet&mild,0.067,0.068,0.068,0.068,5.022,5.178,5.205,5.212999999999999,No clear-cut,36.992,0.0,0.0,326.0,0.3262607723474503,0,48.888888888888886,43.076923076923094
0,04_184U0012,Wet&mild,0.071,0.073,0.073,0.073,5.281000000000001,5.457999999999999,5.471,5.475,All clear-cut,36.992,1.946,0.0526,334.0,0.33413358954712746,0,57.77777777777777,50.45584045584047
0,04_184U0013,2003-2012,0.059000000000000004,0.053,0.099,0.055999999999999994,1.994,1.973,3.262,2.127,No clear-cut,246.75799999999998,0.0,0.0,264.0,0.2643389600794762,0,0.0,0.0
0,04_184U0013,2003-2012,0.069,0.066,0.113,0.07,2.2880000000000003,2.358,3.6319999999999997,2.533,All clear-cut,246.75799999999998,34.79,0.141,287.0,0.2868416236247867,0,16.949152542372886,14.744232698094308
0,04_184U0013,Dry,0.004,0.003,0.004,0.004,0.247,0.23399999999999999,0.27699999999999997,0.313,No clear-cut,246.75799999999998,0.0,0.0,62.0,0.0623129376443103,0,-93.22033898305085,-87.61283851554664
0,04_184U0013,Dry,0.006,0.006,0.008,0.008,0.396,0.395,0.465,0.508,All clear-cut,246.75799999999998,34.79,0.141,73.0,0.07270523209590465,0,-89.83050847457628,-80.14042126379138
0,04_184U0013,Wet,0.087,0.08900000000000001,0.08800000000000001,0.08800000000000001,2.635,2.6889999999999996,2.682,2.679,No clear-cut,246.75799999999998,0.0,0.0,420.0,0.4195373329333961,0,47.45762711864404,32.14643931795385
0,04_184U0013,Wet,0.09699999999999999,0.1,0.098,0.098,2.9130000000000003,2.989,2.9560000000000004,2.948,All clear-cut,246.75799999999998,34.79,0.141,449.0,0.4489429956302047,0,64.40677966101691,46.08826479438318
0,04_184U0013,Wet&mild,0.096,0.098,0.09699999999999999,0.09699999999999999,3.216,3.279,3.279,3.279,No clear-cut,246.75799999999998,0.0,0.0,354.0,0.3541106592863798,0,62.711864406779654,61.28385155466401
0,04_184U0013,Wet&mild,0.11,0.114,0.113,0.11199999999999999,3.574,3.6660000000000004,3.6489999999999996,3.641,All clear-cut,246.75799999999998,34.79,0.141,376.0,0.376150484289974,0,86.44067796610167,79.23771313941825
0,04_184U0014,2003-2012,0.027999999999999997,0.02,0.044000000000000004,0.031,2.439,2.008,4.155,2.9139999999999997,No clear-cut,32.589,0.0,0.0,240.0,0.240121712180553,0,0.0,0.0
0,04_184U0014,2003-2012,0.032,0.025,0.05,0.037000000000000005,2.529,2.1109999999999998,4.285,3.043,All clear-cut,32.589,2.176,0.0668,248.0,0.2484012836153852,0,14.285714285714306,3.6900369003689946
0,04_184U0014,Dry,0.0,0.0,0.0,0.0,0.004,0.003,0.004,0.004,No clear-cut,32.589,0.0,0.0,4.0,0.003547820340236285,0,-100.0,-99.8359983599836
0,04_184U0014,Dry,0.0,0.0,0.0,0.0,0.013000000000000001,0.011000000000000001,0.013999999999999999,0.018000000000000002,All clear-cut,32.589,2.176,0.0668,8.0,0.007877244838164188,0,-100.0,-99.4669946699467
0,04_184U0014,Wet,0.04,0.042,0.042,0.042,3.1010000000000004,3.201,3.2289999999999996,3.2310000000000003,No clear-cut,32.589,0.0,0.0,424.0,0.4237632785923779,0,42.85714285714289,27.14227142271423
0,04_184U0014,Wet,0.045,0.047,0.047,0.046,3.202,3.313,3.332,3.3289999999999997,All clear-cut,32.589,2.176,0.0668,434.0,0.4338912379927933,0,60.71428571428572,31.28331283312832
0,04_184U0014,Wet&mild,0.035,0.035,0.036000000000000004,0.036000000000000004,3.533,3.648,3.7039999999999997,3.717,No clear-cut,32.589,0.0,0.0,342.0,0.3415599868632853,0,25.00000000000003,44.85444854448545
0,04_184U0014,Wet&mild,0.042,0.044000000000000004,0.044000000000000004,0.043,3.678,3.8080000000000003,3.858,3.866,All clear-cut,32.589,2.176,0.0668,349.0,0.34933613552711906,0,50.00000000000003,50.79950799507995
0,04_184U0015,2003-2012,0.07,0.052000000000000005,0.133,0.065,1.4809999999999999,1.178,2.73,1.482,No clear-cut,9.421,0.0,0.0,201.0,0.20060632596723732,0,0.0,0.0
0,04_184U0015,2003-2012,0.091,0.075,0.163,0.092,1.893,1.661,3.301,1.9880000000000002,All clear-cut,9.421,1.357,0.14400000000000002,226.0,0.2257835598662496,0,29.99999999999997,27.819041188386223
0,04_184U0015,Dry,0.002,0.002,0.002,0.002,0.048,0.043,0.052000000000000005,0.062,No clear-cut,9.421,0.0,0.0,30.0,0.030107575445435943,0,-97.14285714285714,-96.75894665766374
0,04_184U0015,Dry,0.006999999999999999,0.006,0.008,0.01,0.166,0.145,0.192,0.24,All clear-cut,9.421,1.357,0.14400000000000002,40.0,0.039714656258001926,0,-90.0,-88.7913571910871
0,04_184U0015,Wet,0.12,0.124,0.125,0.125,2.34,2.417,2.434,2.435,No clear-cut,9.421,0.0,0.0,357.0,0.3573854866437614,0,71.42857142857139,58.00135043889264
0,04_184U0015,Wet,0.14300000000000002,0.149,0.15,0.149,2.8369999999999997,2.966,2.945,2.9330000000000003,All clear-cut,9.421,1.357,0.14400000000000002,393.0,0.3926162112504244,0,104.28571428571428,91.55975692099932
0,04_184U0015,Wet&mild,0.129,0.132,0.133,0.133,2.727,2.798,2.824,2.8310000000000004,No clear-cut,9.421,0.0,0.0,291.0,0.2912550156004727,0,84.28571428571428,84.13234301147872
0,04_184U0015,Wet&mild,0.159,0.165,0.166,0.166,3.264,3.383,3.406,3.403,All clear-cut,9.421,1.357,0.14400000000000002,315.0,0.3151631528511644,0,127.14285714285714,120.39162727886566
0,04_184U0016,2003-2012,0.075,0.079,0.127,0.07,1.919,2.0980000000000003,3.1660000000000004,2.112,No clear-cut,68.915,0.0,0.0,294.0,0.294181103259325,0,0.0,0.0
0,04_184U0016,2003-2012,0.085,0.09,0.14300000000000002,0.085,2.155,2.362,3.522,2.458,All clear-cut,68.915,11.008,0.1597,314.0,0.3141254310961813,0,13.333333333333357,12.298071912454404
0,04_184U0016,Dry,0.005,0.005,0.006,0.006,0.261,0.268,0.28800000000000003,0.29600000000000004,No clear-cut,68.915,0.0,0.0,85.0,0.08547864581923932,0,-93.33333333333333,-86.39916623241271
0,04_184U0016,Dry,0.009000000000000001,0.009000000000000001,0.01,0.01,0.391,0.402,0.44799999999999995,0.461,All clear-cut,68.915,11.008,0.1597,97.0,0.09674257646547632,0,-88.0,-79.62480458572173
0,04_184U0016,Wet,0.098,0.099,0.099,0.099,2.419,2.4419999999999997,2.439,2.438,No clear-cut,68.915,0.0,0.0,438.0,0.4378792043775321,0,30.666666666666686,26.055237102657628
0,04_184U0016,Wet,0.11,0.111,0.111,0.11,2.685,2.72,2.715,2.7119999999999997,All clear-cut,68.915,11.008,0.1597,466.0,0.4657774236053228,0,46.666666666666686,39.91662324127151
